PT08.S1(CO),PT08.S2(NMHC),C6H6(GT),NOx(GT)
796.0,636.0,2.7,30.0
796.0,628.0,2.6,29.0
795.0,606.0,2.3,25.0
842.0,656.0,3.1,40.0
850.0,659.0,3.1,32.0
884.0,709.0,4.0,43.0
907.0,741.0,4.6,44.0
846.0,703.0,3.9,35.0
827.0,697.0,3.8,32.0
804.0,636.0,2.8,21.0
775.0,619.0,2.5,10.0
802.0,651.0,3.0,22.0
844.0,751.0,4.7,46.0
881.0,765.0,5.0,66.0
877.0,736.0,4.5,49.0
931.0,885.0,7.7,86.0
1011.0,967.0,9.7,111.0
1035.0,1015.0,11.0,143.0
1153.0,1042.0,11.8,184.0
1020.0,929.0,8.7,134.0
954.0,879.0,7.5,78.0
903.0,800.0,5.7,50.0
779.0,581.0,2.0,13.0
761.0,540.0,1.4,180.0
780.0,568.0,1.8,24.0
835.0,672.0,3.3,43.0
1004.0,955.0,9.4,146.0
1272.0,1328.0,21.1,333.0
1173.0,1217.0,17.2,298.0
986.0,922.0,8.5,178.0
942.0,849.0,6.8,177.0
957.0,875.0,7.4,172.0
1024.0,1052.0,12.1,183.0
962.0,963.0,9.6,164.0
958.0,873.0,7.4,122.0
933.0,831.0,6.4,105.0
942.0,912.0,8.3,144.0
1073.0,1117.0,14.0,220.0
1086.0,1159.0,15.3,207.0
1091.0,1161.0,15.4,210.0
980.0,1009.0,10.9,175.0
904.0,877.0,7.5,117.0
865.0,773.0,5.2,93.0
898.0,863.0,7.1,118.0
945.0,883.0,7.6,132.0
854.0,764.0,5.0,88.0
751.0,587.0,2.0,43.0
723.0,544.0,1.5,180.0
754.0,620.0,2.5,44.0
758.0,670.0,3.3,50.0
873.0,871.0,7.3,101.0
1176.0,1398.0,23.8,339.0
1257.0,1495.0,27.6,379.0
1137.0,1200.0,16.7,321.0
1064.0,1126.0,14.3,272.0
1026.0,1094.0,13.3,278.0
986.0,1133.0,14.5,253.0
908.0,1031.0,11.5,187.0
888.0,1007.0,10.8,149.0
843.0,830.0,6.4,89.0
905.0,931.0,8.8,124.0
1023.0,1127.0,14.3,206.0
1125.0,1279.0,19.4,241.0
1211.0,1483.0,27.1,303.0
1140.0,1289.0,19.7,294.0
1029.0,1105.0,13.6,203.0
981.0,1054.0,12.1,176.0
971.0,1014.0,11.0,155.0
927.0,930.0,8.8,108.0
868.0,846.0,6.7,72.0
863.0,824.0,6.3,65.0
820.0,716.0,4.1,180.0
777.0,645.0,2.9,39.0
855.0,762.0,5.0,79.0
960.0,973.0,9.9,140.0
1310.0,1492.0,27.5,427.0
1339.0,1561.0,30.4,366.0
1211.0,1290.0,19.8,311.0
1068.0,1171.0,15.7,275.0
932.0,1026.0,11.3,195.0
949.0,1069.0,12.6,144.0
944.0,1045.0,11.9,162.0
966.0,1131.0,14.4,200.0
940.0,1063.0,12.4,176.0
934.0,1041.0,11.7,203.0
1052.0,1252.0,18.4,237.0
1109.0,1374.0,22.9,263.0
1169.0,1430.0,25.0,300.0
1093.0,1163.0,15.5,189.0
1084.0,1200.0,16.7,185.0
970.0,1023.0,11.2,134.0
951.0,939.0,9.0,96.0
1038.0,1053.0,12.1,122.0
950.0,937.0,8.9,64.0
831.0,695.0,3.7,30.0
813.0,656.0,3.1,180.0
797.0,621.0,2.5,23.0
824.0,660.0,3.1,36.0
879.0,796.0,5.7,58.0
1132.0,1166.0,15.6,168.0
1291.0,1434.0,25.2,306.0
1193.0,1160.0,15.4,231.0
1057.0,914.0,8.4,157.0
1027.0,899.0,8.0,132.0
1084.0,1052.0,12.1,136.0
1032.0,1071.0,12.6,127.0
977.0,998.0,10.6,125.0
1039.0,1069.0,12.6,138.0
1056.0,1127.0,14.3,163.0
1164.0,1306.0,20.3,259.0
1124.0,1309.0,20.5,236.0
1152.0,1355.0,22.1,245.0
1223.0,1399.0,23.8,344.0
1058.0,1139.0,14.7,188.0
1049.0,1152.0,15.1,149.0
1010.0,1006.0,10.8,102.0
981.0,985.0,10.2,99.0
886.0,834.0,6.5,48.0
821.0,706.0,3.9,36.0
784.0,641.0,2.8,180.0
771.0,593.0,2.1,30.0
819.0,677.0,3.4,56.0
836.0,747.0,4.7,51.0
1114.0,1174.0,15.8,172.0
1319.0,1470.0,26.6,316.0
1211.0,1143.0,14.8,269.0
1051.0,950.0,9.3,196.0
1108.0,1049.0,12.0,206.0
1014.0,1012.0,10.9,156.0
1003.0,1047.0,11.9,120.0
1021.0,1092.0,13.2,161.0
986.0,937.0,8.9,114.0
1098.0,1084.0,13.0,191.0
1157.0,1245.0,18.2,236.0
1190.0,1395.0,23.7,287.0
1183.0,1341.0,21.6,266.0
1231.0,1341.0,21.6,274.0
1102.0,1195.0,16.5,196.0
1041.0,1060.0,12.3,144.0
1090.0,1103.0,13.6,142.0
1074.0,1078.0,12.8,124.0
977.0,956.0,9.4,93.0
949.0,910.0,8.3,71.0
912.0,842.0,6.7,180.0
863.0,746.0,4.6,56.0
834.0,689.0,3.6,46.0
865.0,764.0,5.0,51.0
974.0,908.0,8.2,83.0
1079.0,1004.0,10.7,175.0
1084.0,990.0,10.3,148.0
1107.0,1080.0,12.9,167.0
1040.0,1015.0,11.0,120.0
1019.0,913.0,8.3,78.0
1003.0,907.0,8.2,76.0
925.0,772.0,5.2,45.0
910.0,743.0,4.6,54.0
1012.0,868.0,7.2,70.0
1100.0,954.0,9.4,87.0
1046.0,901.0,8.0,69.0
1083.0,1003.0,10.7,95.0
1050.0,962.0,9.6,107.0
1050.0,927.0,8.7,88.0
1142.0,1035.0,11.6,100.0
1165.0,1043.0,11.8,125.0
1136.0,995.0,10.5,132.0
986.0,790.0,5.5,57.0
971.0,790.0,5.5,46.0
908.0,701.0,3.8,180.0
882.0,648.0,2.9,34.0
900.0,674.0,3.4,33.0
935.0,716.0,4.1,50.0
939.0,718.0,4.1,39.0
982.0,750.0,4.7,84.0
1088.0,862.0,7.1,93.0
1065.0,872.0,7.4,82.0
1016.0,868.0,7.3,73.0
930.0,723.0,4.2,43.0
928.0,716.0,4.1,39.0
889.0,698.0,3.8,27.0
966.0,802.0,5.8,46.0
973.0,792.0,5.6,53.0
950.0,754.0,4.8,38.0
982.0,780.0,5.3,39.0
990.0,814.0,6.1,49.0
1017.0,873.0,7.4,68.0
1067.0,938.0,9.0,102.0
1147.0,1040.0,11.7,123.0
1132.0,1014.0,11.0,106.0
976.0,814.0,6.0,66.0
920.0,730.0,4.3,43.0
879.0,642.0,2.8,33.0
854.0,604.0,2.3,180.0
880.0,649.0,2.9,33.0
925.0,717.0,4.1,75.0
1044.0,912.0,8.3,111.0
1279.0,1197.0,16.6,250.0
1403.0,1443.0,25.6,313.0
1282.0,1230.0,17.7,263.0
1262.0,1187.0,16.2,282.0
1195.0,1153.0,15.1,226.0
1173.0,1127.0,14.3,176.0
1102.0,1007.0,10.8,120.0
1076.0,982.0,10.1,96.0
1078.0,1012.0,10.9,115.0
1100.0,1014.0,11.0,108.0
1234.0,1205.0,16.8,142.0
1323.0,1316.0,20.7,219.0
1263.0,1283.0,19.5,193.0
1216.0,1136.0,14.6,128.0
1247.0,1127.0,14.3,127.0
1264.0,1177.0,15.9,132.0
1111.0,988.0,10.3,77.0
1068.0,931.0,8.8,72.0
1015.0,850.0,6.8,57.0
989.0,827.0,6.3,56.0
930.0,708.0,3.9,180.0
952.0,717.0,4.1,64.0
981.0,747.0,4.7,52.0
1138.0,974.0,9.9,122.0
1472.0,1424.0,24.8,314.0
1626.0,1713.0,37.3,395.0
1480.0,1460.0,26.2,357.0
1367.0,1342.0,21.6,308.0
1245.0,1181.0,16.1,184.0
1194.0,1083.0,13.0,128.0
1156.0,1096.0,13.4,125.0
1107.0,1106.0,13.7,135.0
1127.0,1117.0,14.0,158.0
1083.0,994.0,10.4,106.0
1289.0,1225.0,17.5,163.0
1209.0,1082.0,12.9,143.0
1221.0,1145.0,14.9,96.0
1255.0,1164.0,15.5,127.0
1163.0,1022.0,11.2,95.0
1234.0,1126.0,14.3,104.0
1240.0,1124.0,14.2,131.0
1128.0,978.0,10.0,92.0
1057.0,881.0,7.6,53.0
1026.0,801.0,5.8,45.0
925.0,656.0,3.1,180.0
917.0,635.0,2.7,19.0
1011.0,782.0,5.4,75.0
1079.0,869.0,7.3,84.0
1322.0,1250.0,18.4,160.0
1526.0,1495.0,27.7,286.0
1338.0,1207.0,16.9,212.0
1421.0,1354.0,22.1,279.0
1197.0,1209.0,17.0,207.0
1116.0,1063.0,12.4,140.0
1115.0,1031.0,11.5,110.0
1018.0,880.0,7.5,67.0
1109.0,989.0,10.3,98.0
1105.0,984.0,10.2,97.0
1128.0,1032.0,11.5,87.0
1301.0,1210.0,17.0,124.0
1416.0,1339.0,21.5,165.0
1301.0,1256.0,18.6,164.0
1261.0,1158.0,15.3,122.0
1295.0,1211.0,17.0,134.0
1239.0,1129.0,14.4,121.0
1229.0,1103.0,13.6,112.0
1125.0,963.0,9.6,62.0
1044.0,832.0,6.4,50.0
976.0,754.0,4.8,180.0
1015.0,781.0,5.4,72.0
954.0,715.0,4.1,48.0
1032.0,826.0,6.3,58.0
1518.0,1476.0,26.9,306.0
1602.0,1678.0,35.6,351.0
1362.0,1225.0,17.5,252.0
1394.0,1294.0,19.9,266.0
1205.0,1070.0,12.6,159.0
1210.0,1118.0,14.0,144.0
1138.0,1055.0,12.2,117.0
1079.0,1019.0,11.1,108.0
1158.0,1126.0,14.3,153.0
1186.0,1151.0,15.1,166.0
1261.0,1258.0,18.6,179.0
1339.0,1352.0,22.0,225.0
1342.0,1377.0,23.0,261.0
1317.0,1327.0,21.1,228.0
1210.0,1148.0,15.0,137.0
1220.0,1105.0,13.6,116.0
1276.0,1135.0,14.6,143.0
1270.0,1189.0,16.3,157.0
1053.0,933.0,8.8,72.0
956.0,813.0,6.0,42.0
954.0,790.0,5.5,180.0
912.0,706.0,3.9,34.0
973.0,802.0,5.8,74.0
1037.0,906.0,8.2,75.0
1306.0,1299.0,20.1,199.0
1367.0,1441.0,25.5,262.0
1335.0,1340.0,21.6,236.0
1250.0,1166.0,15.5,186.0
1142.0,1021.0,11.2,132.0
1168.0,1160.0,15.4,140.0
1125.0,1137.0,14.6,143.0
1083.0,1066.0,12.5,99.0
1080.0,1059.0,12.3,107.0
1085.0,1091.0,13.2,130.0
1115.0,1140.0,14.7,133.0
1259.0,1295.0,19.9,188.0
1241.0,1271.0,19.1,155.0
1156.0,1144.0,14.8,154.0
1055.0,922.0,8.6,95.0
1144.0,1014.0,11.0,110.0
1169.0,1084.0,13.0,116.0
1195.0,1156.0,15.2,153.0
1158.0,1052.0,12.1,111.0
1075.0,973.0,9.9,79.0
973.0,810.0,6.0,180.0
989.0,825.0,6.3,47.0
967.0,789.0,5.5,61.0
968.0,803.0,5.8,56.0
1062.0,902.0,8.1,69.0
1143.0,979.0,10.0,109.0
1152.0,976.0,9.9,111.0
1238.0,1088.0,13.1,150.0
1103.0,946.0,9.2,87.0
1043.0,843.0,6.7,64.0
1058.0,833.0,6.5,47.0
960.0,676.0,3.4,34.0
972.0,699.0,3.8,37.0
1012.0,775.0,5.2,49.0
1021.0,814.0,6.0,54.0
1034.0,812.0,6.0,70.0
1026.0,791.0,5.6,76.0
966.0,735.0,4.4,59.0
948.0,697.0,3.7,44.0
984.0,762.0,5.0,47.0
1077.0,859.0,7.1,71.0
1163.0,893.0,7.9,90.0
965.0,692.0,3.7,45.0
941.0,687.0,3.6,44.0
851.0,589.0,2.1,180.0
870.0,581.0,2.0,15.0
834.0,527.0,1.3,10.0
859.0,561.0,1.7,19.0
843.0,544.0,1.5,20.0
851.0,551.0,1.6,30.0
853.0,557.0,1.7,24.0
908.0,632.0,2.7,35.0
928.0,687.0,3.6,48.0
905.0,652.0,3.0,41.0
901.0,646.0,2.9,37.0
869.0,619.0,2.5,32.0
891.0,655.0,3.1,43.0
855.0,606.0,2.3,28.0
911.0,654.0,3.0,38.0
989.0,713.0,4.0,72.0
1048.0,826.0,6.3,89.0
1049.0,839.0,6.6,103.0
1035.0,868.0,7.3,77.0
1034.0,850.0,6.8,84.0
1022.0,826.0,6.3,82.0
1007.0,809.0,5.9,81.0
945.0,755.0,4.8,50.0
880.0,649.0,2.9,30.0
837.0,597.0,2.2,180.0
822.0,569.0,1.8,14.0
860.0,623.0,2.5,51.0
1023.0,847.0,6.8,120.0
1150.0,1020.0,11.2,180.0
1088.0,965.0,9.7,168.0
993.0,866.0,7.2,111.0
962.0,849.0,6.8,111.0
974.0,905.0,8.1,97.0
998.0,913.0,8.3,90.0
964.0,923.0,8.6,87.0
903.0,780.0,5.3,67.0
973.0,903.0,8.1,84.0
976.0,907.0,8.2,86.0
1026.0,1048.0,12.0,124.0
1163.0,1227.0,17.6,144.0
1082.0,1134.0,14.5,130.0
1029.0,1042.0,11.8,122.0
991.0,953.0,9.4,82.0
950.0,856.0,7.0,62.0
997.0,898.0,8.0,65.0
912.0,810.0,6.0,52.0
861.0,729.0,4.3,22.0
838.0,719.0,4.1,27.0
784.0,587.0,2.0,180.0
800.0,615.0,2.4,29.0
825.0,634.0,2.7,29.0
996.0,853.0,6.9,135.0
1086.0,947.0,9.2,181.0
1041.0,962.0,9.6,119.0
991.0,944.0,9.1,116.0
999.0,953.0,9.3,143.0
981.0,918.0,8.5,126.0
926.0,853.0,6.9,94.0
939.0,853.0,6.9,96.0
915.0,828.0,6.4,90.0
883.0,820.0,6.2,93.0
926.0,869.0,7.3,101.0
989.0,1004.0,10.7,123.0
1003.0,1045.0,11.9,136.0
933.0,1001.0,10.6,109.0
912.0,951.0,9.3,124.0
888.0,843.0,6.7,82.0
858.0,866.0,7.2,69.0
837.0,809.0,5.9,60.0
902.0,929.0,8.7,90.0
860.0,847.0,6.8,58.0
794.0,698.0,3.8,53.0
742.0,602.0,2.2,180.0
779.0,663.0,3.2,45.0
798.0,706.0,3.9,61.0
851.0,827.0,6.3,76.0
1048.0,1105.0,13.6,144.0
1210.0,1472.0,26.7,221.0
1172.0,1372.0,22.8,282.0
1026.0,1186.0,16.2,235.0
914.0,994.0,10.4,113.0
938.0,1025.0,11.3,93.0
908.0,962.0,9.6,88.0
892.0,889.0,7.8,87.0
949.0,1003.0,10.7,109.0
956.0,1007.0,10.8,106.0
1070.0,1218.0,17.3,182.0
1103.0,1232.0,17.7,180.0
1074.0,1166.0,15.5,144.0
1086.0,1105.0,13.6,144.0
960.0,964.0,9.6,84.0
974.0,958.0,9.5,74.0
939.0,918.0,8.5,80.0
954.0,940.0,9.0,78.0
925.0,890.0,7.8,50.0
797.0,624.0,2.6,18.0
787.0,610.0,2.4,180.0
774.0,577.0,1.9,21.0
838.0,693.0,3.7,62.0
918.0,860.0,7.1,74.0
1125.0,1199.0,16.6,171.0
1281.0,1469.0,26.6,287.0
1145.0,1238.0,17.9,230.0
1088.0,1238.0,17.9,261.0
1043.0,1117.0,14.0,178.0
998.0,981.0,10.1,116.0
998.0,958.0,9.5,96.0
960.0,860.0,7.1,83.0
1062.0,1060.0,12.3,120.0
1050.0,1039.0,11.7,108.0
1096.0,1078.0,12.8,115.0
1081.0,1117.0,14.0,102.0
1096.0,1112.0,13.9,118.0
1051.0,1039.0,11.7,107.0
1106.0,1109.0,13.8,129.0
1177.0,1142.0,14.8,133.0
1111.0,1046.0,11.9,98.0
1083.0,1019.0,11.1,110.0
1005.0,900.0,8.0,62.0
942.0,791.0,5.6,55.0
907.0,863.0,7.1,180.0
867.0,680.0,3.5,35.0
882.0,716.0,4.1,52.0
894.0,761.0,4.9,36.0
1263.0,1279.0,19.4,182.0
1380.0,1463.0,26.3,297.0
1333.0,1350.0,22.0,237.0
1264.0,1244.0,18.1,235.0
1115.0,1053.0,12.1,158.0
1078.0,956.0,9.4,89.0
1055.0,980.0,10.1,80.0
1031.0,995.0,10.5,93.0
1033.0,1006.0,10.8,96.0
1043.0,962.0,9.6,98.0
1118.0,1084.0,13.0,104.0
1137.0,1165.0,15.5,121.0
1153.0,1194.0,16.5,116.0
1145.0,1134.0,14.5,121.0
1149.0,1092.0,13.2,114.0
1149.0,1143.0,14.8,112.0
1052.0,1002.0,10.7,81.0
1063.0,909.0,8.2,220.0
935.0,832.0,6.4,81.0
935.0,787.0,5.5,43.0
930.0,772.0,5.2,180.0
880.0,704.0,3.9,26.0
916.0,748.0,4.7,40.0
975.0,871.0,7.3,72.0
948.0,829.0,6.4,68.0
1069.0,947.0,9.2,89.0
1210.0,1067.0,12.5,151.0
1272.0,1170.0,15.7,215.0
1240.0,1175.0,15.9,196.0
1171.0,1135.0,14.6,161.0
1072.0,1039.0,11.7,120.0
970.0,873.0,7.4,88.0
938.0,816.0,6.1,38.0
976.0,852.0,6.9,47.0
958.0,820.0,6.2,40.0
1014.0,903.0,8.1,58.0
1091.0,987.0,10.2,71.0
1080.0,1004.0,10.7,90.0
1128.0,1082.0,13.0,95.0
1105.0,1027.0,11.4,85.0
1141.0,1095.0,13.3,119.0
1104.0,1020.0,11.2,106.0
1065.0,970.0,9.8,77.0
971.0,821.0,6.2,28.0
891.0,691.0,3.6,180.0
936.0,713.0,4.0,21.0
845.0,625.0,2.6,17.0
872.0,627.0,2.6,24.0
903.0,648.0,2.9,19.0
971.0,722.0,4.2,39.0
1006.0,789.0,5.5,46.0
1012.0,804.0,5.8,53.0
975.0,737.0,4.5,32.0
944.0,730.0,4.3,30.0
857.0,685.0,3.5,24.0
824.0,683.0,3.5,34.0
868.0,707.0,3.9,63.0
908.0,748.0,4.7,69.0
912.0,776.0,5.3,61.0
986.0,830.0,6.4,73.0
1037.0,900.0,8.0,75.0
1088.0,948.0,9.2,69.0
1093.0,944.0,9.1,71.0
1142.0,945.0,9.1,73.0
1170.0,959.0,9.5,86.0
1142.0,945.0,9.1,65.0
986.0,762.0,5.0,74.0
942.0,696.0,3.7,45.0
882.0,595.0,2.2,180.0
854.0,553.0,1.6,2.0
910.0,630.0,2.7,29.0
1005.0,791.0,5.6,42.0
1193.0,1085.0,13.0,146.0
1297.0,1233.0,17.8,180.0
1180.0,1031.0,11.5,163.0
1134.0,1017.0,11.1,144.0
1113.0,1013.0,11.0,125.0
1084.0,1004.0,10.7,90.0
1009.0,921.0,8.5,76.0
1002.0,928.0,8.7,73.0
1007.0,956.0,9.4,73.0
996.0,959.0,9.5,80.0
1050.0,1082.0,12.9,121.0
1100.0,1107.0,13.7,129.0
1085.0,1057.0,12.2,103.0
1079.0,1042.0,11.8,87.0
1086.0,974.0,9.9,58.0
1092.0,1005.0,10.7,64.0
1097.0,956.0,9.4,58.0
1075.0,904.0,8.1,44.0
1008.0,838.0,6.6,28.0
895.0,672.0,3.3,19.0
838.0,559.0,1.7,180.0
866.0,603.0,2.3,48.0
872.0,617.0,2.5,77.0
922.0,664.0,3.2,110.0
1362.0,1277.0,19.3,282.0
1349.0,1333.0,21.3,275.0
1298.0,1215.0,17.2,253.0
1234.0,1154.0,15.2,211.0
1147.0,999.0,10.6,176.0
1173.0,1061.0,12.3,153.0
1118.0,995.0,10.5,144.0
1078.0,951.0,9.3,127.0
1076.0,951.0,9.3,112.0
1103.0,1014.0,11.0,180.0
1117.0,1052.0,12.1,148.0
1166.0,1108.0,13.7,140.0
1157.0,1082.0,12.9,125.0
1136.0,990.0,10.3,111.0
1122.0,959.0,9.5,102.0
1121.0,989.0,10.3,108.0
1150.0,1020.0,11.2,132.0
1074.0,949.0,9.2,104.0
1039.0,899.0,8.0,92.0
963.0,804.0,5.8,78.0
889.0,710.0,4.0,180.0
868.0,652.0,3.0,180.0
877.0,654.0,3.0,180.0
1056.0,893.0,7.8,180.0
1288.0,1278.0,19.3,180.0
1381.0,1454.0,26.0,180.0
1113.0,1001.0,10.6,180.0
1062.0,909.0,8.2,180.0
1094.0,976.0,9.9,180.0
1050.0,923.0,8.6,180.0
1056.0,926.0,8.7,180.0
944.0,814.0,6.0,180.0
1003.0,901.0,8.0,180.0
1018.0,881.0,7.6,180.0
1108.0,1003.0,10.7,180.0
1049.0,927.0,8.7,180.0
1078.0,897.0,8.0,180.0
999.0,867.0,7.2,180.0
943.0,798.0,5.7,180.0
987.0,790.0,5.5,180.0
939.0,743.0,4.6,180.0
1015.0,840.0,6.6,180.0
935.0,737.0,4.5,180.0
908.0,700.0,3.8,180.0
853.0,605.0,2.3,180.0
851.0,592.0,2.1,180.0
957.0,705.0,3.9,180.0
1059.0,836.0,6.5,180.0
1261.0,1134.0,14.5,180.0
1215.0,1150.0,15.1,180.0
1097.0,940.0,9.0,180.0
1135.0,1030.0,11.4,180.0
1117.0,1020.0,11.2,104.0
1108.0,985.0,10.2,98.0
1038.0,906.0,8.2,66.0
985.0,838.0,6.6,60.0
1100.0,832.0,6.4,85.0
1067.0,855.0,7.0,90.0
1140.0,963.0,9.6,122.0
1113.0,954.0,9.4,117.0
1124.0,984.0,10.2,115.0
1056.0,886.0,7.7,127.0
1002.0,783.0,5.4,79.0
971.0,789.0,5.5,61.0
1001.0,799.0,5.7,67.0
1058.0,867.0,7.2,93.0
1030.0,848.0,6.8,77.0
950.0,762.0,5.0,60.0
912.0,716.0,4.1,180.0
893.0,676.0,3.4,45.0
938.0,734.0,4.4,65.0
1065.0,889.0,7.7,94.0
1240.0,1102.0,13.6,205.0
1307.0,1270.0,19.1,240.0
1229.0,1188.0,16.3,237.0
1220.0,1122.0,14.2,245.0
1218.0,1168.0,15.6,206.0
1171.0,1129.0,14.4,156.0
1067.0,995.0,10.5,126.0
1054.0,985.0,10.2,108.0
1051.0,1003.0,10.7,102.0
1103.0,1035.0,11.6,110.0
970.0,894.0,7.9,57.0
1100.0,1038.0,11.7,109.0
1129.0,1137.0,14.6,151.0
1126.0,1089.0,13.2,153.0
1019.0,971.0,9.8,103.0
1011.0,930.0,8.8,76.0
1039.0,991.0,10.4,93.0
974.0,920.0,8.5,75.0
925.0,831.0,6.4,57.0
810.0,674.0,3.4,32.0
800.0,627.0,2.6,180.0
813.0,645.0,2.9,42.0
788.0,604.0,2.3,37.0
815.0,670.0,3.3,44.0
868.0,771.0,5.1,51.0
951.0,886.0,7.7,74.0
1075.0,996.0,10.5,115.0
1058.0,1012.0,10.9,109.0
1012.0,914.0,8.4,80.0
929.0,811.0,6.0,57.0
902.0,813.0,6.0,56.0
836.0,750.0,4.7,43.0
858.0,776.0,5.3,43.0
886.0,803.0,5.8,51.0
974.0,833.0,6.5,46.0
1008.0,915.0,8.4,71.0
990.0,912.0,8.3,65.0
981.0,917.0,8.4,78.0
954.0,828.0,6.4,51.0
1030.0,988.0,10.3,84.0
1033.0,1011.0,10.9,89.0
963.0,872.0,7.4,65.0
918.0,805.0,5.8,43.0
868.0,736.0,4.5,32.0
886.0,744.0,4.6,180.0
813.0,609.0,2.4,22.0
815.0,616.0,2.4,21.0
815.0,627.0,2.6,27.0
835.0,638.0,2.8,31.0
921.0,738.0,4.5,46.0
963.0,774.0,5.2,62.0
935.0,724.0,4.2,43.0
1007.0,751.0,4.8,53.0
1032.0,744.0,4.6,87.0
901.0,689.0,3.6,36.0
851.0,627.0,2.6,21.0
877.0,655.0,3.0,27.0
909.0,690.0,3.6,29.0
908.0,715.0,4.1,38.0
926.0,763.0,5.0,41.0
1010.0,836.0,6.5,66.0
1031.0,868.0,7.3,63.0
1070.0,905.0,8.1,88.0
1124.0,992.0,10.4,87.0
1066.0,940.0,9.0,86.0
1001.0,836.0,6.5,49.0
967.0,824.0,6.3,40.0
901.0,733.0,4.4,27.0
835.0,638.0,2.8,180.0
820.0,598.0,2.2,23.0
896.0,694.0,3.7,58.0
996.0,872.0,7.4,87.0
1159.0,1151.0,15.1,143.0
1185.0,1152.0,15.1,96.0
1168.0,1138.0,14.7,16.0
1044.0,970.0,9.8,54.0
983.0,897.0,8.0,42.0
1032.0,912.0,8.3,72.0
1019.0,889.0,7.7,54.0
982.0,844.0,6.7,52.0
1016.0,880.0,7.5,64.0
1063.0,909.0,8.2,70.0
1063.0,909.0,8.2,65.0
1063.0,909.0,8.2,80.0
1063.0,909.0,8.2,88.0
1091.0,925.0,8.6,81.0
1109.0,965.0,9.7,59.0
1098.0,944.0,9.1,69.0
1088.0,945.0,9.1,58.0
1035.0,859.0,7.0,33.0
942.0,758.0,4.9,17.0
902.0,680.0,3.5,6.0
919.0,704.0,3.9,180.0
875.0,665.0,3.2,20.0
927.0,747.0,4.7,58.0
1032.0,883.0,7.6,106.0
1193.0,1139.0,14.7,143.0
1268.0,1259.0,18.7,167.0
1238.0,1144.0,14.8,188.0
1230.0,1133.0,14.5,164.0
1161.0,1074.0,12.7,128.0
1048.0,949.0,9.2,88.0
929.0,752.0,4.8,51.0
950.0,783.0,5.4,52.0
1013.0,864.0,7.2,59.0
1034.0,845.0,6.7,67.0
1082.0,965.0,9.7,105.0
1110.0,1012.0,10.9,91.0
1118.0,999.0,10.6,69.0
1136.0,967.0,9.7,65.0
1106.0,924.0,8.6,58.0
1151.0,984.0,10.2,67.0
1144.0,997.0,10.5,64.0
1118.0,930.0,8.8,65.0
1066.0,839.0,6.6,47.0
991.0,778.0,5.3,29.0
906.0,650.0,3.0,180.0
903.0,662.0,3.2,16.0
941.0,685.0,3.5,50.0
1074.0,866.0,7.2,78.0
1114.0,958.0,9.5,89.0
1162.0,1019.0,11.1,97.0
1165.0,967.0,9.7,93.0
1179.0,957.0,9.5,105.0
1144.0,913.0,8.3,89.0
1066.0,813.0,6.0,63.0
1056.0,802.0,5.8,52.0
995.0,769.0,5.1,48.0
967.0,740.0,4.5,50.0
1048.0,839.0,6.6,80.0
1092.0,901.0,8.0,78.0
1056.0,883.0,7.6,64.0
1100.0,982.0,10.1,84.0
1057.0,890.0,7.8,72.0
1068.0,917.0,8.4,70.0
1050.0,887.0,7.7,59.0
1074.0,884.0,7.6,63.0
1053.0,895.0,7.9,58.0
1003.0,825.0,6.3,68.0
933.0,701.0,3.8,57.0
869.0,614.0,2.4,180.0
864.0,617.0,2.5,15.0
931.0,721.0,4.2,47.0
921.0,738.0,4.5,39.0
1139.0,1013.0,11.0,87.0
1205.0,1118.0,14.1,122.0
1126.0,957.0,9.5,122.0
1066.0,855.0,6.9,101.0
1069.0,867.0,7.2,92.0
975.0,788.0,5.5,70.0
955.0,766.0,5.1,58.0
949.0,764.0,5.0,44.0
941.0,792.0,5.6,44.0
942.0,800.0,5.7,52.0
974.0,855.0,7.0,53.0
1012.0,904.0,8.1,65.0
1017.0,929.0,8.7,67.0
1006.0,896.0,7.9,67.0
1008.0,878.0,7.5,53.0
989.0,814.0,6.0,53.0
1080.0,920.0,8.5,60.0
1033.0,856.0,7.0,60.0
968.0,794.0,5.6,39.0
853.0,626.0,2.6,22.0
810.0,544.0,1.5,180.0
817.0,558.0,1.7,7.0
840.0,586.0,2.0,25.0
940.0,709.0,4.0,47.0
1076.0,924.0,8.6,101.0
1086.0,981.0,10.1,100.0
1031.0,929.0,8.7,79.0
1016.0,896.0,7.9,91.0
953.0,801.0,5.8,83.0
918.0,779.0,5.3,65.0
892.0,724.0,4.2,55.0
841.0,673.0,3.3,40.0
799.0,709.0,4.0,48.0
838.0,726.0,4.3,46.0
870.0,745.0,4.6,54.0
892.0,771.0,5.1,55.0
926.0,805.0,5.9,60.0
919.0,796.0,5.7,62.0
932.0,746.0,4.7,51.0
957.0,767.0,5.1,57.0
994.0,806.0,5.9,72.0
984.0,795.0,5.6,63.0
919.0,737.0,4.5,49.0
847.0,618.0,2.5,30.0
802.0,559.0,1.7,180.0
795.0,569.0,1.8,18.0
809.0,578.0,1.9,22.0
835.0,626.0,2.6,39.0
967.0,826.0,6.3,68.0
969.0,849.0,6.8,84.0
913.0,749.0,4.7,54.0
933.0,748.0,4.7,51.0
922.0,712.0,4.0,52.0
914.0,726.0,4.3,44.0
873.0,699.0,3.8,47.0
831.0,676.0,3.4,37.0
